RespId       	HW CD 	Model Name                 	Context	 Temp	TPS	   Duration	 N1	 N2	 N3	Tot	        Date Time   	UPC	Model User Prompt	Eval Duration	Eval Tokens	PromptTokens	SysPmtCd	Model System Prompt    	Web Search Prompt          	Web Search URL         	Doc-File Name          	CPU_GPU                	RAM	OS       	Computer 	Server                               	Response File	
s14_t011.107 	bt04st	qwen2:1.5b                 	   8000	  0.7	119.15	   1.05	  0	  0	  0	  0	  2025-05-31 18:00	TXT	  109	Summarize the key topics...	  0.91	  770	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 3487 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.107.4.50531.1759_Response.txt
s14_t011.108 	bt04st	qwen2:1.5b                 	   8000	  0.7	169.20	   3.73	  0	  0	  0	  0	  2025-05-31 18:11	TXT	  273	Summarize the key topics...	  1.61	  994	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4561 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.108.4.50531.1805_Response.txt
s14_t011.109 	bt04st	qwen2:1.5b                 	   8000	  0.7	111.45	   1.16	  0	  0	  0	  0	  2025-05-31 18:12	TXT	  121	Summarize the key topics...	  1.09	  770	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 3487 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.109.4.50531.1805_Response.txt
s14_t011.110 	bt04st	qwen2:1.5b                 	   8000	  0.7	153.96	   3.20	  0	  0	  0	  0	  2025-05-31 18:24	TXT	  173	Summarize the key topics...	  1.12	  994	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4561 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.110.4.50531.1824_Response.txt
s14_t011.111 	bt04st	qwen2:1.5b                 	   8000	  0.7	162.35	   3.16	  0	  0	  0	  0	  2025-05-31 18:36	TXT	  180	Summarize the key topics...	  1.11	  994	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4561 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.111.4.50531.1836_Response.txt
s14_t011.112 	bt04st	qwen2:1.5b                 	   8000	  0.7	157.42	   1.03	  0	  0	  0	  0	  2025-05-31 18:36	TXT	  152	Summarize the key topics...	  0.97	  770	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 3487 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.112.4.50531.1836_Response.txt
s14_t011.113 	bt04st	qwen2:1.5b                 	   8000	  0.7	154.95	   1.05	  0	  0	  0	  0	  2025-05-31 18:40	TXT	  150	Summarize the key topics...	  0.97	  994	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4561 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.113.4.50531.1840_Response.txt
s14_t011.114 	bt04st	qwen2:1.5b                 	   8000	  0.7	162.98	  13.63	  0	  0	  0	  0	  2025-05-31 18:44	TXT	 2199	Summarize the key topics...	 13.49	  770	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 3487 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.114.4.50531.1840_Response.txt
s14_t011.115 	bt04st	qwen2:1.5b                 	   8000	  0.7	125.47	   1.14	  0	  0	  0	  0	  2025-05-31 18:47	TXT	  124	Summarize the key topics...	  0.99	  994	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4561 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.115.4.50531.1847_Response.txt
s14_t011.116 	bt04st	qwen2:1.5b                 	   8000	  0.7	121.40	   1.31	  0	  0	  0	  0	  2025-05-31 18:48	TXT	  145	Summarize the key topics...	  1.19	  770	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 3487 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.116.4.50531.1847_Response.txt
s14_t011.117 	bt04st	qwen2:1.5b                 	   8000	  0.7	123.83	   1.08	  0	  0	  0	  0	  2025-05-31 18:49	TXT	  113	Summarize the key topics...	  0.91	  994	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4561 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.117.4.50531.1849_Response.txt
s14_t011.118 	bt04st	qwen2:1.5b                 	   8000	  0.7	129.76	   1.66	  0	  0	  0	  0	  2025-05-31 18:49	TXT	  200	Summarize the key topics...	  1.54	  770	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 3487 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.118.4.50531.1849_Response.txt
s14_t011.119 	bt04st	qwen2:1.5b                 	   8000	  0.7	162.76	   2.28	  0	  0	  0	  0	  2025-05-31 18:49	TXT	  357	Summarize the key topics...	  2.19	  994	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4561 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.119.4.50531.1849_Response.txt
s14_t011.120 	bt04st	qwen2:1.5b                 	   8000	  0.7	 82.00	   0.56	  0	  0	  0	  0	  2025-05-31 18:49	TXT	   37	Summarize the key topics...	  0.45	  770	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 3487 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.120.4.50531.1849_Response.txt
s14_t011.121 	bt04st	qwen2:0.5b                 	   8000	  0.7	257.39	   3.45	  0	  0	  0	  0	  2025-05-31 18:56	AA0	  334	all-usr: What is so spec...	  1.30	  925	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 4178 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.121.4.50531.1856_Response.txt
s14_t011.122 	bt04st	qwen2:0.5b                 	   8000	  0.7	251.40	  15.25	  0	  0	  0	  0	  2025-05-31 18:57	AA0	 3270	all-usr: What is so spec...	 13.01	 1235	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 5872 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.122.4.50531.1857_Response.txt
s14_t011.123 	bt04st	qwen2:1.5b                 	   8000	  0.7	168.90	   4.13	  0	  0	  0	  0	  2025-05-31 18:58	TXT	  279	Summarize the key topics...	  1.65	 1238	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 5872 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.123.4.50531.1858_Response.txt
s14_t011.124 	bt04st	qwen2:1.5b                 	   8000	  0.7	146.82	   3.64	  0	  0	  0	  0	  2025-05-31 18:59	TXT	  523	Summarize the key topics...	  3.56	 1238	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 5872 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.124.4.50531.1859_Response.txt
s14_t011.125 	bt04st	qwen2:1.5b                 	   8000	  0.7	143.74	   4.36	  0	  0	  0	  0	  2025-05-31 19:05	TXT	  188	Summarize the key topics...	  1.31	 1238	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 5872 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.125.4.50531.1905_Response.txt
s14_t011.126 	bt04st	qwen2:1.5b                 	   8000	  0.7	134.55	   1.92	  0	  0	  0	  0	  2025-05-31 19:09	TXT	  248	Summarize the key topics...	  1.84	 1238	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 5872 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.126.4.50531.1909_Response.txt
s14_t011.127 	bt04st	qwen2:1.5b                 	   8000	  0.7	127.80	   2.05	  0	  0	  0	  0	  2025-05-31 19:12	TXT	  252	Summarize the key topics...	  1.97	 1238	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 5872 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.127.4.50531.1912_Response.txt
s14_t011.128 	bt04st	qwen2:1.5b                 	   8000	  0.7	153.73	   5.12	  0	  0	  0	  0	  2025-05-31 19:12	TXT	  778	Summarize the key topics...	  5.06	 1238	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 5872 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.128.4.50531.1912_Response.txt
