RespId       	HW CD 	Model Name                 	Context	 Temp	TPS	   Duration	 N1	 N2	 N3	Tot	      Date Time   	UPC	Model User Prompt	Eval Duration	Eval Tokens	PromptTokens	SysPmtCd	Model System Prompt    	Web Search Prompt          	Web Search URL     	Doc-File Name          	CPU_GPU                	RAM	OS       	Computer 	Server                               	Response File	
s14_t011.146 	bt04st	gemma2:2b                  	   8000	  0.7	111.18	   4.69	  0	  0	  0	  0	  2025-06-01 14:36	AA0	  182	  1.64	all-usr: What is so spec...	  788	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.146.4.50601.1436_Response.txt
s14_t011.147 	bt04st	gemma2:2b                  	   8000	  0.7	110.68	   4.88	  0	  0	  0	  0	  2025-06-01 14:42	AA0	  236	  2.13	all-usr: What is so spec...	  788	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.147.4.50601.1441_Response.txt
s14_t011.148 	bt04st	gemma2:2b                  	   8000	  0.7	110.53	   4.83	  0	  0	  0	  0	  2025-06-01 14:49	AA0	  225	  2.04	all-usr: What is so spec...	  788	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.148.4.50601.1448_Response.txt
s14_t011.149 	bt04st	gemma2:2b                  	   8000	  0.7	 99.16	   2.87	  0	  0	  0	  0	  2025-06-01 14:51	AA0	  273	  2.75	all-usr: What is so spec...	  788	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.149.4.50601.1451_Response.txt
s14_t011.150 	bt04st	gemma2:2b                  	   8000	  0.7	 95.01	   2.60	  0	  0	  0	  0	  2025-06-01 14:55	AA0	  238	  2.51	all-usr: What is so spec...	  788	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.150.4.50601.1455_Response.txt
s14_t011.151 	bt04st	gemma2:2b                  	   8000	  0.7	110.41	   5.24	  0	  0	  0	  0	  2025-06-01 15:00	AA0	  274	  2.48	all-usr: What is so spec...	  788	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.151.4.50601.1459_Response.txt
s14_t011.152 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:05	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.152.4.50601.1504_Response.txt
s14_t011.153 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:06	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.153.4.50601.1506_Response.txt
s14_t011.154 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:09	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.154.4.50601.1509_Response.txt
s14_t011.155 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:11	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.155.4.50601.1511_Response.txt
s14_t011.156 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:13	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.156.4.50601.1513_Response.txt
s14_t011.157 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:13	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.157.4.50601.1513_Response.txt
s14_t011.158 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:15	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.158.4.50601.1515_Response.txt
s14_t011.159 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:18	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.159.4.50601.1518_Response.txt
s14_t011.160 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:19	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.160.4.50601.1519_Response.txt
s14_t011.161 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:21	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.161.4.50601.1521_Response.txt
s14_t011.162 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:22	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.162.4.50601.1522_Response.txt
s14_t011.163 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:24	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.163.4.50601.1524_Response.txt
s14_t011.164 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:35	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.164.4.50601.1535_Response.txt
s14_t011.165 	bt04st	gemma2:2b                  	   8000	  0.7	   NaN	    NaN	  0	  0	  0	  0	  2025-06-01 15:40	AA0	  NaN	   NaN	all-usr: What is so spec...	  NaN	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.165.4.50601.1540_Response.txt
s14_t011.166 	bt04st	gemma2:2b                  	   8000	  0.7	108.88	   4.57	  0	  0	  0	  0	  2025-06-01 15:41	AA0	  154	  1.41	all-usr: What is so spec...	  870	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3748 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.166.4.50601.1541_Response.txt
s14_t011.167 	bt04st	gemma2:2b                  	   8000	  0.7	112.01	   2.05	  0	  0	  0	  0	  2025-06-01 15:42	AA0	  218	  1.95	all-usr: What is so spec...	  821	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3566 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.167.4.50601.1542_Response.txt
s14_t011.168 	bt04st	gemma2:2b                  	   8000	  0.7	110.53	   2.38	  0	  0	  0	  0	  2025-06-01 15:42	AA0	  250	  2.26	all-usr: What is so spec...	  854	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3746 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.168.4.50601.1542_Response.txt
s14_t011.169 	bt04st	gemma2:2b                  	   8000	  0.7	111.00	   2.37	  0	  0	  0	  0	  2025-06-01 15:43	AA0	  251	  2.26	all-usr: What is so spec...	  907	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 4042 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.169.4.50601.1543_Response.txt
s14_t011.170 	bt04st	gemma2:2b                  	   8000	  0.7	111.14	   2.80	  0	  0	  0	  0	  2025-06-01 15:43	AA0	  297	  2.67	all-usr: What is so spec...	 1039	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 4785 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.170.4.50601.1543_Response.txt
s14_t011.171 	bt04st	gemma2:2b                  	   8000	  0.7	108.27	   2.63	  0	  0	  0	  0	  2025-06-01 15:43	AA0	  275	  2.54	all-usr: What is so spec...	  919	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 4047 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.171.4.50601.1543_Response.txt
s14_t011.172 	bt04st	gemma2:2b                  	   8000	  0.7	111.07	   2.21	  0	  0	  0	  0	  2025-06-01 15:45	AA0	  232	  2.09	all-usr: What is so spec...	  988	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 4306 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.172.4.50601.1545_Response.txt
s14_t011.173 	bt04st	gemma2:2b                  	   8000	  0.7	106.34	   2.18	  0	  0	  0	  0	  2025-06-01 15:46	AA0	  222	  2.09	all-usr: What is so spec...	  937	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 4155 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.173.4.50601.1546_Response.txt
s14_t011.174 	bt04st	gemma2:2b                  	   8000	  0.7	110.43	   2.99	  0	  0	  0	  0	  2025-06-01 15:46	AA0	  314	  2.84	all-usr: What is so spec...	 1110	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 5028 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.174.4.50601.1546_Response.txt
s14_t011.175 	bt04st	gemma2:2b                  	   8000	  0.7	108.89	   2.20	  0	  0	  0	  0	  2025-06-01 15:47	AA0	  229	  2.10	all-usr: What is so spec...	  999	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 4394 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.175.4.50601.1547_Response.txt
s14_t011.176 	bt04st	qwen2:0.5b                 	   8000	  0.7	262.95	   6.37	  0	  0	  0	  0	  2025-06-01 15:48	AA0	 1157	  4.40	all-usr: What is so spec...	  891	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 4164 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.176.4.50601.1548_Response.txt
s14_t011.177 	bt04st	qwen2:0.5b                 	   8000	  0.7	231.19	   2.60	  0	  0	  0	  0	  2025-06-01 16:03	AA0	  126	  0.55	all-usr: What is so spec...	 1131	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 5245 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.06.Jun_s14-log-files/s14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.177.4.50601.1603_Response.txt
