RespId     	Model Name               	Context	Temp	Duration	Date Time	Eval Tokens	UPC	Model User Prompt	Eval Duration	Prompt Eval Tokens	Tokens Per Second	SysPmtCd	Model SYstem Prompt	Web Search	Docs	Web Search URL	CPU_GPU	RAM	OS	Computer	Server	Response File
a11_t041.01	 qwen2:0.5b               	 8000	 0.3	   1.42	  2025-04-15 09:23	   34	KP0	Summarize the key events...	   0.42	    59	 81.24	GKN1-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t041.01.4.50415.0923_Response.txt
a11_t041.01	 qwen2:0.5b               	 8000	 0.3	   1.36	  2025-04-15 09:46	   19	KP0	Summarize the key events...	   0.23	    59	 84.19	GKN1-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t041.01.4.50415.0946_Response.txt
a11_t042.01	 qwen2:0.5b               	16000	 0.6	   1.79	  2025-04-15 09:46	   23	KP0	Summarize the key events...	   0.24	    59	 96.67	GKN2-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t042.01.4.50415.0946_Response.txt
a11_t043.01	 qwen2:0.5b               	32000	 0.9	   9.14	  2025-04-15 09:46	  595	KP0	Summarize the key events...	   8.22	    59	 72.42	GKN3-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t043.01.4.50415.0946_Response.txt
a11_t044.01	 qwen2:0.5b               	 6000	 0.3	   8.50	  2025-04-15 09:46	  541	KP0	Summarize the key events...	   7.59	    75	 71.29	GKN4-DETA	You are a knowledgeable ...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t044.01.4.50415.0946_Response.txt
a11_t041.01	 qwen2:0.5b               	 8000	 0.3	   6.29	  2025-04-15 09:47	  394	KP0	Summarize the key events...	   5.39	    59	 73.03	GKN1-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t041.01.4.50415.0947_Response.txt
a11_t042.01	 qwen2:0.5b               	16000	 0.6	   1.43	  2025-04-15 09:47	   20	KP0	Summarize the key events...	   0.20	    59	100.02	GKN2-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t042.01.4.50415.0947_Response.txt
a11_t043.01	 qwen2:0.5b               	32000	 0.9	  12.28	  2025-04-15 09:47	  790	KP0	Summarize the key events...	  11.37	    59	 69.46	GKN3-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t043.01.4.50415.0947_Response.txt
a11_t044.01	 qwen2:0.5b               	 6000	 0.3	   9.24	  2025-04-15 09:47	  596	KP0	Summarize the key events...	   8.34	    75	 71.45	GKN4-DETA	You are a knowledgeable ...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t044.01.4.50415.0947_Response.txt
a11_t041.01	 qwen2:0.5b               	 8000	 0.3	  11.88	  2025-04-15 09:51	  747	KP0	Summarize the key events...	  10.61	    59	 70.41	GKN1-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t041.01.4.50415.0951_Response.txt
a11_t042.01	 qwen2:0.5b               	16000	 0.6	  10.41	  2025-04-15 09:51	  620	KP0	Summarize the key events...	   8.90	    59	 69.68	GKN2-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t042.01.4.50415.0951_Response.txt
a11_t043.01	 qwen2:0.5b               	32000	 0.9	   8.37	  2025-04-15 09:52	  543	KP0	Summarize the key events...	   7.47	    59	 72.70	GKN3-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t043.01.4.50415.0951_Response.txt
a11_t044.01	 qwen2:0.5b               	 6000	 0.3	   9.07	  2025-04-15 09:52	  587	KP0	Summarize the key events...	   8.17	    75	 71.85	GKN4-DETA	You are a knowledgeable ...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t044.01.4.50415.0951_Response.txt
a11_t041.01	 qwen2:0.5b               	 8000	 0.3	   8.02	  2025-04-15 09:53	  517	KP0	Summarize the key events...	   7.13	    59	 72.51	GKN1-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t041.01.4.50415.0953_Response.txt
a11_t042.01	 qwen2:0.5b               	16000	 0.6	   7.05	  2025-04-15 09:53	  423	KP0	Summarize the key events...	   5.82	    59	 72.73	GKN2-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t042.01.4.50415.0953_Response.txt
a11_t043.01	 qwen2:0.5b               	32000	 0.9	   7.25	  2025-04-15 09:53	  464	KP0	Summarize the key events...	   6.35	    59	 73.12	GKN3-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t043.01.4.50415.0953_Response.txt
a11_t044.01	 qwen2:0.5b               	 6000	 0.3	   7.66	  2025-04-15 09:53	  494	KP0	Summarize the key events...	   6.75	    75	 73.13	GKN4-DETA	You are a knowledgeable ...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t044.01.4.50415.0953_Response.txt
a11_t041.01	 qwen2:0.5b               	 8000	 0.3	   7.99	  2025-04-15 09:54	  518	KP0	Summarize the key events...	   7.08	    59	 73.19	GKN1-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t041.01.4.50415.0954_Response.txt
a11_t042.01	 qwen2:0.5b               	16000	 0.6	  14.94	  2025-04-15 09:54	  926	KP0	Summarize the key events...	  13.58	    59	 68.18	GKN2-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t042.01.4.50415.0954_Response.txt
a11_t043.01	 qwen2:0.5b               	32000	 0.9	  10.84	  2025-04-15 09:55	  709	KP0	Summarize the key events...	   9.94	    59	 71.30	GKN3-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t043.01.4.50415.0954_Response.txt
a11_t044.01	 qwen2:0.5b               	 6000	 0.3	  13.67	  2025-04-15 09:55	  894	KP0	Summarize the key events...	  12.77	    75	 69.99	GKN4-DETA	You are a knowledgeable ...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t044.01.4.50415.0954_Response.txt
a11_t041.01	 qwen2:0.5b               	 8000	 0.3	  10.51	  2025-04-15 09:55	  685	KP0	Summarize the key events...	   9.56	    59	 71.63	GKN1-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t041.01.4.50415.0955_Response.txt
a11_t042.01	 qwen2:0.5b               	16000	 0.6	   9.90	  2025-04-15 09:55	  607	KP0	Summarize the key events...	   8.50	    59	 71.38	GKN2-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t042.01.4.50415.0955_Response.txt
a11_t043.01	 qwen2:0.5b               	32000	 0.9	   8.93	  2025-04-15 09:56	  577	KP0	Summarize the key events...	   8.06	    59	 71.61	GKN3-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t043.01.4.50415.0955_Response.txt
a11_t044.01	 qwen2:0.5b               	 6000	 0.3	  11.76	  2025-04-15 09:56	  765	KP0	Summarize the key events...	  10.86	    75	 70.42	GKN4-DETA	You are a knowledgeable ...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t044.01.4.50415.0955_Response.txt
a11_t041.01	 qwen2:0.5b               	 8000	 0.3	   8.28	  2025-04-15 10:00	  525	KP0	Summarize the key events...	   7.29	    59	 72.04	GKN1-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t041.01.4.50415.1000_Response.txt
a11_t042.01	 qwen2:0.5b               	16000	 0.6	   6.24	  2025-04-15 10:00	  360	KP0	Summarize the key events...	   4.93	    59	 72.95	GKN2-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t042.01.4.50415.1000_Response.txt
a11_t043.01	 qwen2:0.5b               	32000	 0.9	  10.42	  2025-04-15 10:00	  678	KP0	Summarize the key events...	   9.51	    59	 71.26	GKN3-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t043.01.4.50415.1000_Response.txt
a11_t044.01	 qwen2:0.5b               	 6000	 0.3	   8.20	  2025-04-15 10:01	  526	KP0	Summarize the key events...	   7.31	    75	 71.98	GKN4-DETA	You are a knowledgeable ...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t044.01.4.50415.1000_Response.txt
a11_t041.01	 qwen2:0.5b               	 8000	 0.3	   9.26	  2025-04-15 10:01	  595	KP0	Summarize the key events...	   8.37	    59	 71.11	GKN1-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t041.01.4.50415.1001_Response.txt
a11_t042.01	 qwen2:0.5b               	16000	 0.6	   1.37	  2025-04-15 10:01	   23	KP0	Summarize the key events...	   0.25	    59	 93.07	GKN2-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t042.01.4.50415.1001_Response.txt
a11_t041.01	 qwen2:0.5b               	 8000	 0.3	   6.83	  2025-04-15 10:04	  488	KP0	Summarize the key events...	   6.67	    59	 73.12	GKN1-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t041.01.4.50415.1004_Response.txt
a11_t041.01	 qwen2:0.5b               	 8000	 0.3	   9.71	  2025-04-15 10:05	  628	KP0	Summarize the key events...	   8.79	    59	 71.48	GKN1-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t041.01.4.50415.1005_Response.txt
a11_t041.01	 qwen2:0.5b               	 8000	 0.3	   6.83	  2025-04-15 10:08	  422	KP0	Summarize the key events...	   5.85	    59	 72.09	GKN1-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t041.01.4.50415.1008_Response.txt
a11_t042.01	 qwen2:0.5b               	16000	 0.6	   1.56	  2025-04-15 10:08	   22	KP0	Summarize the key events...	   0.22	    59	 98.55	GKN2-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t042.01.4.50415.1008_Response.txt
a11_t043.01	 qwen2:0.5b               	32000	 0.9	   9.37	  2025-04-15 10:11	  602	KP0	Summarize the key events...	   8.44	    59	 71.32	GKN3-SIMP	You are a helpful and in...			0 Sources, 0 bytes	Apple M1	8	Sonoma v15.2	Apple Mac Mini (2022)	rm231d-os15_Robins-Mac-mini (10.0.0.37)	file:////Users/Shared/Repos/AIDocs_test1/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_4,1-test on rm231d/a11_t043.01.4.50415.1008_Response.txt
